city,date,fare,ride_id
Carrollfort,11/20/16 12:58,41.18,7.88775E+12
Lake Jennaton,3/29/16 19:40,12.34,4.72973E+11
Zimmermanmouth,6/10/16 17:19,39.65,5.69011E+12
Kimberlychester,8/2/16 7:04,16.09,8.79007E+12
Alvarezhaven,2/7/16 2:46,35.22,5.40576E+12
Travisville,9/25/16 7:58,29.28,4.28515E+12
West Brittanyton,10/26/16 7:04,11.88,9.06022E+12
Lisaville,7/4/16 18:29,10.68,1.64928E+12
New Jeffrey,10/10/16 19:40,25.22,1.80736E+12
Davistown,11/6/16 12:05,11.02,9.15125E+11
Nguyenbury,9/29/16 1:55,30.59,8.78663E+12
Maryside,10/2/16 16:45,40.34,3.29838E+11
Lake Jennaton,3/16/16 7:06,16.98,1.18062E+12
Aprilchester,9/7/16 22:49,7.97,3.96468E+12
Stewartview,7/13/16 19:19,9.01,2.3166E+12
Williamshire,3/8/16 2:20,21.46,6.48612E+12
Maryside,9/9/16 6:19,12.44,4.48899E+12
Pearsonberg,1/21/16 1:02,16.47,2.93539E+12
West Peter,9/24/16 0:26,26.79,5.25294E+12
Torresshire,8/6/16 1:48,40.28,2.83235E+12
Arnoldview,6/5/16 11:38,16.7,4.44559E+12
Russellport,10/31/16 19:39,40.67,5.82928E+12
Lake Jennaton,5/10/16 12:33,40.26,4.79272E+12
South Louis,3/22/16 2:47,13.79,7.67252E+12
Port Samantha,11/7/16 17:55,22.72,8.73201E+12
West Jefferyfurt,9/3/16 8:12,20.26,2.80405E+11
Lake Sarashire,8/13/16 1:15,19.48,2.79317E+12
Smithhaven,4/19/16 14:08,36.69,7.53101E+12
West Alexis,2/11/16 13:05,26,7.29005E+12
Lake Sarashire,5/5/16 12:57,32.48,3.33748E+11
New Aaron,4/11/16 5:27,18.78,51186564251
West Alexis,4/15/16 0:27,21.2,8.48135E+12
Port Johnstad,9/12/16 1:35,42.82,7.83856E+12
Carrollfort,3/11/16 18:01,28.69,5.40076E+12
Arnoldview,3/31/16 17:49,41.28,3.24029E+12
East Douglas,9/8/16 4:35,33.49,4.53818E+12
West Oscar,8/4/16 16:57,25.05,6.95879E+11
South Roy,3/15/16 13:52,25,6.4935E+12
Lisaville,9/30/16 22:29,31.06,18075235678
West Dawnfurt,3/22/16 14:35,7.82,9.20017E+12
Mooreview,6/20/16 0:25,42.02,9.99043E+12
Port Johnstad,3/24/16 23:17,31.35,9.41689E+12
New Maryport,4/1/16 11:56,16.69,7.62593E+12
New Andreamouth,8/13/16 19:53,34,3.05034E+12
West Jefferyfurt,11/17/16 15:09,4.86,1.97627E+12
Smithhaven,11/16/16 15:15,39.91,4.43207E+12
East Douglas,9/3/16 11:29,39.24,5.94788E+11
Pearsonberg,1/15/16 17:30,44.88,9.34724E+12
West Peter,5/12/16 12:20,43.75,6.79932E+12
West Alexis,9/23/16 4:28,15.23,3.43584E+12
West Brandy,7/30/16 12:54,19.27,1.24888E+11
Wiseborough,10/9/16 11:04,12.01,4.47553E+12
Kimberlychester,10/19/16 1:43,32.44,6.67327E+12
Fosterside,7/16/16 2:09,36.38,2.29867E+12
Antoniomouth,11/16/16 20:22,10.26,1.81171E+11
Fosterside,4/2/16 0:12,25.85,5.87666E+12
West Peter,5/6/16 22:57,28.4,1.64719E+12
New Maryport,4/19/16 9:54,12.96,3.56802E+12
West Brittanyton,8/17/16 18:54,25.26,5.73477E+12
Travisville,8/12/16 1:58,19.44,1.05471E+12
New Andreamouth,7/11/16 18:21,30.28,6.82856E+11
Port Johnstad,10/16/16 11:44,15.35,4.65972E+12
Jacobfort,7/15/16 21:56,8.32,5.03301E+12
South Josephville,10/24/16 13:28,39.81,4.94466E+12
Lisaville,6/4/16 23:12,44.13,7.97973E+12
New David,7/14/16 23:15,6.03,4.35672E+11
Alvarezhaven,1/21/16 7:25,22.83,3.56558E+12
Port Josephfurt,4/28/16 19:43,25.47,8.89812E+12
Edwardsbury,11/4/16 5:16,36.21,6.53965E+12
Port Martinberg,10/6/16 2:34,20.33,3.54249E+12
Davistown,7/11/16 16:00,16.4,6.64869E+11
Sarabury,10/18/16 4:33,37.5,1.05439E+12
West Brandy,3/21/16 18:34,40.82,4.54528E+12
South Bryanstad,6/15/16 9:52,30.49,1.96329E+12
Swansonbury,2/19/16 18:09,41.36,5.64143E+12
Jacobfort,5/14/16 18:47,34.02,2.90069E+12
Jacobfort,3/2/16 21:38,20.25,5.09914E+12
Prattfurt,10/10/16 13:14,27.01,3.89454E+12
West Sydneyhaven,5/27/16 20:27,16.88,5.31822E+12
Zimmermanmouth,6/1/16 11:10,42.01,5.89258E+11
Eriktown,7/20/16 15:09,33.82,2.16354E+12
Williamshire,7/15/16 2:06,26.93,1.12608E+12
Zimmermanmouth,9/15/16 0:25,21.88,1.94231E+12
Vickimouth,11/8/16 18:43,22.19,4.23651E+12
Swansonbury,2/19/16 3:13,21.13,1.1935E+12
Port Josephfurt,6/25/16 6:09,6.94,5.50941E+12
Williamshire,8/12/16 21:51,23.65,6.73978E+12
Alyssaberg,7/1/16 15:29,36,1.28373E+12
Jacobfort,9/29/16 10:25,29.05,6.18748E+12
South Louis,9/29/16 10:37,44.14,5.72359E+12
Aprilchester,10/7/16 21:35,43.31,5.05696E+12
West Oscar,7/12/16 4:00,8.67,3.44643E+12
West Sydneyhaven,4/23/16 18:33,22.73,5.34672E+12
Port Martinberg,11/5/16 23:22,29.19,5.31668E+11
Davistown,5/31/16 17:59,8.51,5.19962E+11
Swansonbury,3/25/16 17:50,44.11,5.06257E+12
Torresshire,10/3/16 0:19,43.25,6.92852E+12
New Jeffrey,1/8/16 5:09,28.38,6.59503E+12
Port Johnstad,8/15/16 19:53,4.05,6.27411E+11
Arnoldview,3/25/16 6:12,13.48,1.94178E+12
Port Josephfurt,1/11/16 3:22,39.5,1.07481E+12
West Oscar,5/25/16 3:59,36.56,8.92863E+12
South Louis,6/4/16 1:01,26.72,8.46515E+12
West Oscar,9/25/16 9:47,12.4,20928457069
Russellport,10/19/16 15:17,27.9,3.58021E+12
Lake Jennaton,7/24/16 3:38,28.22,7.02021E+12
Maryside,3/19/16 18:58,17.06,6.39212E+12
Smithhaven,5/8/16 22:23,40.49,9.79889E+12
Port Martinberg,6/27/16 18:51,18.47,1.18543E+12
Fosterside,11/7/16 18:52,17.47,2.68036E+11
New Jeffrey,8/27/16 9:10,23.71,6.35589E+11
Pamelahaven,1/7/16 15:08,37.23,5.75983E+12
Torresshire,9/29/16 20:31,14.35,1.5564E+12
West Brandy,3/17/16 16:32,44.12,4.15306E+12
Prattfurt,1/24/16 17:39,24.67,3.18478E+12
West Oscar,4/3/16 22:42,37.73,5.04952E+12
Kimberlychester,11/20/16 0:22,11.23,2.80866E+12
Maryside,3/16/16 22:22,33.19,4.82197E+12
Kellershire,7/22/16 0:14,26.08,9.9979E+12
South Josephville,8/26/16 19:29,34.33,2.39286E+12
Alyssaberg,6/8/16 22:23,4.85,6.74321E+12
Alvarezhaven,5/1/16 14:35,22.54,6.43526E+12
New Aaron,7/11/16 23:32,35.42,8.74113E+12
East Erin,11/5/16 22:54,20.02,5.94616E+12
Russellport,7/7/16 22:03,15.99,4.08676E+11
East Douglas,11/20/16 15:55,44.07,2.21625E+12
Port Martinberg,7/9/16 7:34,27.88,7.27463E+12
Stewartview,3/28/16 7:23,14.43,7.79292E+12
Lake Sarashire,5/8/16 22:12,36.32,9.44525E+11
Vickimouth,9/7/16 21:52,26.31,8.80032E+12
West Brandy,4/10/16 19:17,6.56,7.22788E+12
Port Johnstad,2/15/16 19:16,38.17,8.32514E+12
Antoniomouth,5/28/16 5:23,18.56,4.80089E+12
New Andreamouth,4/30/16 12:02,35.68,6.00248E+12
Kellershire,4/2/16 12:01,22.22,4.84232E+12
Nguyenbury,10/25/16 21:23,8.06,1.01559E+12
West Brandy,6/8/16 13:27,5.85,5.63559E+12
Davidtown,8/2/16 4:52,29.79,3.80115E+12
Fosterside,4/17/16 5:32,22.15,2.78682E+12
West Dawnfurt,5/2/16 22:34,30.97,4.71414E+12
Swansonbury,5/2/16 17:18,26.71,6.15057E+12
South Louis,2/14/16 3:22,23.15,6.61339E+12
Sandymouth,1/19/16 11:06,39.95,6.38144E+11
West Brittanyton,5/23/16 7:10,21.94,2.10375E+12
Davidtown,3/16/16 15:08,33.11,5.48239E+12
Edwardsbury,7/26/16 14:40,36.86,7.62619E+12
Fosterside,2/23/16 9:11,13.85,9.73246E+12
Lake Jeffreyland,7/22/16 17:34,36.65,1.64053E+12
South Louis,7/21/16 22:51,19.83,4.29508E+12
Eriktown,11/5/16 19:50,28.69,4.16617E+11
New Andreamouth,11/9/16 2:57,21.42,3.15728E+12
Stewartview,10/17/16 18:43,15.78,6.85308E+12
Fosterside,10/6/16 13:12,8.62,2.00078E+12
Port Martinberg,2/27/16 12:10,42.47,2.76631E+12
Spencertown,1/28/16 1:07,30.2,4.59411E+12
New David,11/24/16 4:19,24.33,8.98332E+12
Travisville,1/16/16 9:31,19.91,8.45355E+12
Vickimouth,9/20/16 17:47,20.04,4.26407E+12
Spencertown,5/17/16 16:18,34.05,4.42049E+12
Antoniomouth,10/5/16 21:29,25.79,3.56261E+12
Lisaville,10/30/16 8:23,23.88,9.00189E+12
Arnoldview,9/6/16 18:04,5.44,8.14702E+12
Carrollfort,4/29/16 16:44,8.07,5.80553E+12
Lisatown,11/19/16 4:50,15.48,6.95134E+12
Prattfurt,7/10/16 7:51,35.29,7.3293E+12
New Christine,2/26/16 13:36,26.36,4.10801E+12
West Oscar,5/14/16 9:03,38.81,4.63889E+12
West Alexis,6/20/16 15:53,40.08,7.31626E+12
West Dawnfurt,7/30/16 12:11,16.78,6.19055E+12
Davidtown,7/20/16 8:29,22,2.54659E+12
Spencertown,3/26/16 7:05,24.14,8.66422E+11
New David,4/20/16 9:22,44.7,1.61994E+12
Nguyenbury,9/15/16 22:17,43.94,1.49648E+12
Port Josephfurt,7/13/16 11:39,8.91,5.32099E+12
Smithhaven,11/14/16 17:02,14.8,7.7379E+12
New Jeffrey,8/25/16 16:19,27.4,4.75329E+12
New Christine,10/19/16 21:37,9.45,4.52124E+12
Williamshire,7/24/16 14:35,9.97,8.97196E+12
Port Johnstad,7/7/16 6:38,39.79,5.15518E+12
New David,11/1/16 12:39,44.2,4.38797E+12
Davistown,2/20/16 4:23,30.68,9.05354E+11
New Christine,9/13/16 18:22,13.71,8.77164E+11
Pearsonberg,2/6/16 2:18,42.48,6.9403E+12
Port Samantha,10/4/16 1:21,28.25,1.3648E+12
Carrollfort,7/23/16 15:02,26.49,9.99672E+12
Lake Jeffreyland,3/24/16 2:55,40.58,8.75592E+12
Port Johnstad,4/18/16 6:40,8.62,5.06048E+12
Nguyenbury,3/31/16 12:51,5.77,4.99032E+12
South Bryanstad,8/12/16 23:50,28.95,9.51718E+12
Sandymouth,1/8/16 11:47,4.2,2.47631E+12
West Sydneyhaven,3/11/16 0:48,13.68,2.21945E+12
Sandymouth,2/11/16 9:48,17.1,4.21541E+12
Davidtown,1/1/16 23:43,8.2,7.76609E+12
Russellport,2/18/16 0:58,14.44,1.14695E+12
Alyssaberg,2/19/16 5:20,8.59,4.0345E+11
West Peter,3/23/16 16:44,38.45,2.04652E+12
Alvarezhaven,5/20/16 12:26,42,7.85257E+12
Alvarezhaven,8/3/16 6:45,4.07,6.10019E+12
New Maryport,1/10/16 20:29,34.15,4.29541E+12
South Josephville,11/18/16 2:59,20.01,6.1124E+12
Arnoldview,10/5/16 3:25,10.48,6.33162E+12
South Louis,2/10/16 22:53,30.6,8.97935E+12
Carrollfort,10/19/16 2:21,24.94,2.42864E+12
West Jefferyfurt,2/20/16 5:32,17.24,90536052956
West Sydneyhaven,8/19/16 9:57,6.44,6.6119E+12
Fosterside,9/19/16 12:47,5.53,9.83218E+12
Lake Sarashire,3/22/16 2:36,35.62,6.10541E+12
Port Johnstad,7/20/16 15:46,15.14,1.88678E+12
South Josephville,2/1/16 0:44,4.69,3.35121E+12
Port Samantha,1/6/16 15:04,25.39,5.15974E+12
Lake Stevenbury,8/30/16 19:55,27.35,7.53659E+12
Smithhaven,4/28/16 14:21,17.41,3.0683E+12
Lisatown,8/28/16 21:01,26.42,4.77652E+12
Travisville,2/14/16 22:53,27.89,2.86759E+11
Williamshire,4/20/16 17:13,39.42,6.61509E+12
Sandymouth,3/8/16 21:39,13.4,1.50066E+12
West Brandy,10/26/16 3:25,12.71,5.08882E+12
Lake Stevenbury,8/21/16 14:09,12.49,6.48209E+12
Port Johnstad,4/15/16 18:08,26.23,6.07962E+12
West Peter,9/14/16 15:30,38.49,7.44791E+12
Port Johnstad,10/19/16 13:57,39.44,8.06245E+12
New Aaron,6/4/16 2:23,20.53,2.32162E+12
New David,5/3/16 16:38,32.12,1.41206E+11
Aprilchester,10/14/16 13:03,17.94,6.49943E+12
Port Josephfurt,10/31/16 4:48,41.94,3.15147E+12
Nguyenbury,9/29/16 23:40,35.73,1.54253E+12
Arnoldview,8/4/16 11:44,29.49,9.82226E+12
Pearsonberg,3/29/16 12:59,36.4,9.39313E+12
New Maryport,7/13/16 10:19,11.96,5.60377E+12
New Maryport,8/27/16 12:46,32.67,8.36543E+11
Stewartview,6/10/16 14:50,31.47,5.39754E+12
Alyssaberg,8/27/16 6:36,11.38,2.20484E+12
Torresshire,12/4/16 15:39,38.02,6.25089E+12
South Josephville,5/19/16 0:58,27.96,8.16017E+11
Lake Jennaton,1/18/16 8:02,15.86,2.2634E+12
Lisaville,1/4/16 1:40,42.14,2.66836E+12
Russellport,4/4/16 16:17,36.62,9.55371E+12
Arnoldview,4/2/16 23:42,39.53,1.05109E+12
Kimberlychester,7/4/16 11:41,14.85,9.82785E+12
Aprilchester,3/19/16 4:20,25.69,4.17254E+12
Rodriguezburgh,5/15/16 8:56,22.06,7.84853E+11
Eriktown,12/4/16 7:48,5.43,8.52942E+12
Antoniomouth,3/13/16 19:52,41.44,8.15223E+12
Port Johnstad,9/7/16 11:05,39.43,3.6015E+12
Davistown,3/13/16 10:22,39.05,5.98678E+12
Port Johnstad,1/26/16 18:19,39.14,6.19509E+12
New Andreamouth,5/24/16 1:44,17.03,3.4762E+12
New Andreamouth,3/8/16 11:59,5.09,9.65702E+12
New Christine,9/23/16 11:29,22.01,7.55672E+12
Port Samantha,9/8/16 12:46,40.1,3.93841E+12
Davidtown,2/20/16 16:27,12.64,7.14702E+12
West Peter,1/15/16 9:18,29.65,7.68589E+12
Mooreview,10/6/16 11:54,24.94,7.42854E+12
Torresshire,10/21/16 8:28,15.16,5.4295E+12
Smithhaven,1/17/16 23:39,27.17,2.99356E+12
West Peter,4/20/16 0:52,35.17,1.46088E+12
Sandymouth,10/21/16 16:57,4.76,6.96361E+12
East Erin,9/5/16 0:50,44.96,5.1716E+12
West Peter,9/6/16 18:01,15.63,5.82103E+12
East Erin,8/10/16 6:20,31.07,6.62306E+12
Russellport,6/12/16 15:10,23.01,4.25304E+11
East Douglas,1/14/16 15:35,32.56,4.9822E+12
Carrollfort,7/28/16 16:00,30.69,7.833E+12
Fosterside,1/10/16 23:19,41.96,9.98325E+12
Sandymouth,10/22/16 11:31,36.53,9.22587E+12
West Alexis,9/18/16 0:18,11.21,9.93143E+12
Maryside,8/13/16 19:11,31.47,3.75923E+12
Travisville,3/12/16 19:18,44.07,7.64819E+12
Vickimouth,3/1/16 0:15,12.07,5.51105E+12
Arnoldview,2/25/16 3:28,6.45,4.44202E+12
Lake Sarashire,6/16/16 5:24,11.26,5.12112E+12
Mooreview,4/5/16 5:22,40.99,8.60294E+12
East Erin,8/27/16 20:23,24.66,8.70487E+12
Williamshire,6/29/16 21:55,44.73,3.50902E+12
Stewartview,4/6/16 18:53,15.19,7.6991E+12
Lisaville,6/21/16 3:07,29.94,4.00014E+11
Lake Jennaton,8/1/16 21:47,30.09,5.95332E+12
West Brandy,12/5/16 0:26,24.12,6.70937E+12
Swansonbury,6/13/16 3:24,15.51,9.02377E+12
Lisaville,2/10/16 20:42,44.12,9.84587E+11
Carrollfort,5/16/16 18:01,21.78,8.71646E+12
Aprilchester,4/4/16 13:08,24.26,1.4885E+12
West Brittanyton,7/20/16 6:59,22.94,9.23685E+12
Kimberlychester,8/23/16 18:33,9.68,2.74229E+12
Kimberlychester,7/7/16 10:01,22.16,7.34604E+11
Port Josephfurt,10/20/16 4:17,29.27,6.97448E+12
Lisaville,5/1/16 17:04,44.29,6.53337E+12
Aprilchester,5/31/16 14:41,39.53,2.40273E+12
Kimberlychester,11/21/16 23:00,34.27,7.74011E+12
New Andreamouth,11/9/16 19:19,37.22,3.98656E+12
Port Samantha,9/18/16 2:37,15.66,6.66375E+12
Swansonbury,10/4/16 11:52,6.24,8.54177E+12
Vickimouth,3/3/16 9:41,37.87,1.43321E+12
Port Samantha,2/9/16 17:41,15.6,6.81375E+12
Kelseyland,4/20/16 5:36,31.67,2.8657E+12
Kelseyland,5/2/16 5:55,40.92,2.76901E+12
New Maryport,5/8/16 12:25,39.88,8.89315E+12
Travisville,1/20/16 21:31,4.95,5.91093E+12
New Aaron,6/1/16 22:33,44.99,3.74268E+12
Vickimouth,2/27/16 8:42,8.89,9.42071E+12
Carrollfort,7/9/16 22:55,24.16,2.35645E+12
South Josephville,6/11/16 9:24,33.72,3.61197E+12
Wiseborough,5/24/16 0:45,4.74,8.94189E+12
South Bryanstad,8/17/16 22:38,21.34,5.93986E+12
Swansonbury,4/9/16 22:57,36.73,7.13388E+12
Alvarezhaven,1/25/16 6:02,5.16,2.23303E+12
Jacobfort,2/29/16 18:17,24.45,3.00721E+12
New David,11/3/16 14:58,38.62,2.08284E+12
Nguyenbury,1/30/16 13:17,33.43,6.26227E+12
Port Martinberg,11/11/16 21:16,22.38,1.13244E+12
Arnoldview,7/31/16 18:16,10.74,5.70208E+12
New Andreamouth,3/12/16 15:09,18.33,1.65367E+12
New Jeffrey,4/14/16 1:43,31.47,9.17694E+11
Edwardsbury,4/12/16 5:27,10.65,7.4274E+12
East Douglas,3/1/16 17:52,20.27,1.10442E+12
Lake Jennaton,11/10/16 2:12,41.72,9.53128E+12
Lake Sarashire,6/30/16 10:48,35.35,5.10487E+12
Port Martinberg,2/27/16 0:10,16.84,3.52008E+12
Spencertown,8/25/16 14:12,11.93,7.46707E+12
Port Josephfurt,6/26/16 8:24,43.65,9.40743E+12
New Aaron,3/23/16 18:54,10.61,5.07916E+12
Pearsonberg,2/22/16 20:28,20.27,3.35291E+12
Antoniomouth,2/11/16 19:28,35.05,8.7307E+12
East Erin,2/4/16 9:29,15.57,75841830079
Port Samantha,8/28/16 20:20,42.34,2.70478E+12
Port Johnstad,7/9/16 19:59,30.87,2.64219E+12
New Jeffrey,1/25/16 8:30,34.01,6.55973E+12
East Erin,9/23/16 10:01,39.33,6.26749E+12
Vickimouth,1/21/16 6:11,14.22,5.80331E+12
Lake Stevenbury,3/16/16 18:42,34.09,1.20752E+12
Nguyenbury,8/30/16 4:06,7.03,6.21837E+12
West Oscar,6/5/16 21:53,39.53,2.31424E+12
Lake Sarashire,3/20/16 6:40,15.2,9.86592E+12
South Bryanstad,9/11/16 12:04,18.43,4.39455E+12
Travisville,8/4/16 20:22,26.48,1.1382E+12
Vickimouth,5/15/16 19:26,11.88,5.2718E+12
West Brandy,4/24/16 13:40,22.57,2.51351E+12
Rodriguezburgh,12/2/16 8:18,37.91,3.1493E+12
Alyssaberg,5/27/16 16:42,4.94,3.70542E+12
Smithhaven,10/13/16 22:03,19.87,6.06428E+11
West Oscar,11/9/16 5:46,8.66,8.95272E+12
Smithhaven,5/3/16 9:43,10.56,6.74351E+12
Sarabury,9/30/16 20:41,44.32,2.10351E+12
New David,5/21/16 0:01,17.06,9.67897E+12
Travisville,5/9/16 18:15,36.37,1.00861E+12
Lake Jeffreyland,11/7/16 1:56,39.58,2.7278E+12
Lake Jeffreyland,5/28/16 7:17,37.9,1.6397E+12
New Andreamouth,10/15/16 7:28,30.43,9.15075E+12
Sarabury,7/30/16 10:37,25.99,5.23393E+12
West Sydneyhaven,8/4/16 17:20,21.99,9.51753E+12
South Roy,8/8/16 8:26,44.34,4.17945E+11
Jacobfort,11/14/16 14:42,12.04,8.91661E+11
Fosterside,5/20/16 0:15,42.67,6.76308E+12
Antoniomouth,1/8/16 2:19,43.26,6.27457E+12
Port Martinberg,8/3/16 20:00,31.93,1.13675E+12
West Oscar,1/2/16 7:50,36.06,2.48331E+12
Rodriguezburgh,6/3/16 15:45,36.07,3.48437E+12
West Dawnfurt,4/20/16 21:22,6.17,3.53406E+12
Pearsonberg,3/5/16 12:54,24.33,83452309358
West Oscar,1/27/16 21:43,27.91,8.22406E+12
Pearsonberg,9/13/16 6:32,11.35,9.43229E+12
Jacobfort,11/7/16 0:55,34.54,5.27902E+12
Fosterside,6/1/16 2:10,20.18,3.72472E+12
Lake Sarashire,4/17/16 4:08,39.55,4.78041E+12
Rodriguezburgh,2/15/16 6:46,20.76,7.11133E+12
Antoniomouth,6/27/16 11:53,19.91,5.73805E+12
Yolandafurt,8/27/16 23:18,34.95,9.03013E+12
Russellport,6/3/16 21:49,23.05,3.86276E+12
Maryside,3/16/16 8:29,35.47,5.35289E+12
New David,3/11/16 17:19,37.52,4.21485E+12
West Brittanyton,7/24/16 11:09,36.31,2.18225E+12
Pamelahaven,7/23/16 0:02,40.09,9.08439E+12
South Roy,10/1/16 22:21,43.07,2.19244E+12
West Alexis,7/5/16 16:43,10.04,5.28972E+12
West Sydneyhaven,5/23/16 11:24,41.55,4.12035E+12
Stewartview,8/31/16 11:18,20.02,2.05033E+12
New Maryport,7/19/16 5:21,33.31,2.80585E+12
Jacobfort,10/27/16 17:53,14.99,9.61945E+12
Carrollfort,1/13/16 13:03,29.2,4.80786E+12
New Aaron,2/7/16 3:24,19.09,8.83345E+12
Lake Jennaton,6/25/16 16:32,10.95,7.33049E+12
Fosterside,12/3/16 5:03,33.45,9.76394E+11
Edwardsbury,8/6/16 6:20,36.3,5.98678E+12
Pamelahaven,2/1/16 19:44,7.5,9.99215E+12
West Oscar,6/13/16 12:57,29.91,3.59951E+12
Lake Jeffreyland,3/3/16 1:10,44.68,7.87514E+11
Wiseborough,7/8/16 0:43,30.94,8.67609E+12
Mooreview,7/30/16 17:39,37.14,8.24457E+12
Maryside,4/21/16 3:14,29.25,6.69856E+12
Lake Sarashire,6/6/16 4:51,33.25,6.29924E+12
Port Johnstad,5/4/16 10:44,33.64,6.64049E+11
New David,1/23/16 9:17,27.55,4.03004E+11
West Jefferyfurt,9/7/16 6:09,34.4,9.47848E+12
South Roy,8/3/16 21:28,5.19,9.82006E+12
Arnoldview,1/30/16 11:19,22.23,5.83852E+12
Davistown,4/26/16 21:16,38.1,1.93947E+12
South Roy,7/10/16 4:09,17.23,1.51065E+12
Edwardsbury,2/9/16 18:25,43.5,6.79678E+12
Stewartview,2/8/16 17:08,43.91,3.93945E+12
Mooreview,7/26/16 23:48,29.37,2.59426E+12
Port Samantha,11/30/16 20:45,6.26,6.33428E+12
West Dawnfurt,6/15/16 21:42,26.75,6.45625E+12
Nguyenbury,2/11/16 0:31,37.16,6.69867E+12
Eriktown,3/22/16 22:54,35.16,5.33977E+12
New Aaron,7/16/16 19:43,28.88,4.87223E+12
Antoniomouth,7/31/16 19:23,10.44,7.49986E+12
West Sydneyhaven,6/25/16 20:10,15.65,6.83592E+12
Nguyenbury,11/29/16 13:10,5.75,3.04106E+12
Lake Jeffreyland,3/1/16 18:09,42.07,8.65856E+12
Maryside,4/27/16 9:54,40.67,5.58132E+12
Alvarezhaven,11/19/16 2:00,5.34,1.10817E+12
Aprilchester,10/24/16 20:16,32.42,5.57355E+12
Maryside,9/3/16 9:45,36.94,8.26298E+12
West Peter,9/10/16 6:14,17.77,4.12483E+12
Spencertown,7/19/16 19:03,7.39,2.4264E+12
West Peter,9/22/16 3:26,9.13,4.22638E+12
Port Samantha,5/30/16 3:00,18.63,9.81919E+12
Lake Jennaton,10/17/16 16:52,10.67,1.34101E+12
Antoniomouth,1/23/16 9:02,39.87,4.75421E+12
Travisville,5/11/16 13:05,42.99,4.78406E+12
West Oscar,1/11/16 11:58,31.81,2.19352E+12
West Dawnfurt,8/5/16 23:20,18.57,2.43269E+11
Swansonbury,11/9/16 1:30,43.61,5.24421E+12
Lisatown,5/18/16 3:24,43,5.74981E+12
Swansonbury,6/24/16 8:15,43.95,4.56566E+12
Fosterside,8/6/16 4:15,22.67,4.04612E+11
West Brandy,10/18/16 9:21,36.16,1.53158E+12
Sandymouth,7/28/16 18:03,4.26,2.97871E+11
Lake Stevenbury,9/9/16 19:17,43.07,3.02046E+12
New Andreamouth,10/28/16 22:00,39.74,4.69582E+12
Kimberlychester,10/10/16 22:34,8.74,2.67045E+12
Zimmermanmouth,9/16/16 3:59,34.65,3.80618E+12
Lake Sarashire,5/10/16 4:34,43.85,8.2438E+12
East Douglas,3/4/16 15:34,43.62,8.27116E+12
Lisaville,7/16/16 10:17,43,9.85335E+11
Lake Jeffreyland,5/15/16 8:54,4.15,5.56901E+12
Lake Stevenbury,7/12/16 16:11,15.23,1.56021E+12
West Alexis,6/15/16 14:21,5.65,1.9906E+12
New Christine,2/26/16 18:57,11.55,7.84731E+12
Zimmermanmouth,8/19/16 14:31,14.36,7.88629E+12
Rodriguezburgh,4/23/16 3:18,19.7,4.11248E+11
Kimberlychester,7/8/16 21:18,39.59,4.14144E+12
Smithhaven,1/9/16 4:34,41.46,2.30641E+12
Wiseborough,1/21/16 15:43,18.28,9.67682E+12
Smithhaven,11/2/16 23:37,4.57,7.02597E+12
South Louis,10/6/16 3:17,39.52,5.38681E+11
Russellport,3/28/16 3:39,4.84,3.61246E+12
Fosterside,11/22/16 10:37,37.92,4.36803E+12
Port Johnstad,10/19/16 6:35,28.5,3.43792E+12
New Maryport,6/27/16 15:45,38.12,3.78539E+12
Pearsonberg,1/2/16 9:50,13.8,3.28633E+12
Kelseyland,6/22/16 6:54,12.58,6.6298E+12
Torresshire,3/10/16 3:35,7.86,9.23935E+12
Kelseyland,6/18/16 6:03,16.77,7.2235E+12
West Alexis,11/10/16 8:10,12.79,6.64092E+12
Carrollfort,7/20/16 14:53,21.72,9.95438E+12
Torresshire,10/21/16 1:10,5.32,7.48692E+12
Lake Stevenbury,4/19/16 8:14,44.76,9.50741E+12
South Roy,2/8/16 4:56,31.52,3.28402E+12
Alvarezhaven,2/15/16 11:14,31.74,5.48702E+12
Russellport,11/21/16 20:26,11.71,7.10777E+12
Sandymouth,11/10/16 10:12,29.77,5.10259E+12
New Andreamouth,1/18/16 7:04,26.08,6.9817E+12
Eriktown,11/10/16 8:31,39.15,4.71535E+12
New Andreamouth,1/15/16 8:09,12.29,9.01684E+12
Alvarezhaven,6/16/16 18:29,32.46,8.58631E+11
West Jefferyfurt,6/25/16 17:40,35.93,5.68898E+12
Williamshire,3/16/16 16:02,12.08,2.8728E+12
Rodriguezburgh,2/19/16 4:34,34.56,7.70076E+12
New Maryport,11/12/16 10:00,10.45,7.46516E+12
Yolandafurt,6/4/16 8:50,35.75,1.26676E+12
New Christine,9/30/16 5:09,36.04,6.89143E+12
Lake Jennaton,5/23/16 2:41,42.97,9.56432E+11
Alvarezhaven,3/16/16 2:01,33.62,8.97465E+12
Lisaville,2/9/16 23:03,30.89,7.03692E+12
Port Samantha,10/1/16 1:52,43.22,2.23292E+12
Lisatown,11/9/16 19:01,7.58,7.01268E+12
Jacobfort,8/7/16 4:38,35.09,8.64596E+12
West Brittanyton,11/26/16 12:42,22.88,1.8501E+12
Port Samantha,7/17/16 10:15,14.91,4.53304E+12
Port Josephfurt,9/25/16 16:36,28.32,6.59031E+12
Port Martinberg,6/8/16 13:10,23.96,2.57926E+12
New Aaron,8/31/16 13:53,43.38,9.94783E+11
